year,sex,hindfoot_length,weight,genus,species,taxa,plot_type,weight_oz
1996,F,22.0,24.0,Onychomys,torridus,Rodent,Control,0.8465608465608465
1980,F,35.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5520282186948853
1978,M,15.0,8.0,Perognathus,flavus,Rodent,Control,0.2821869488536155
1991,M,35.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1990,M,16.0,7.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.24691358024691357
1990,F,16.0,8.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.2821869488536155
1989,F,21.0,26.0,Peromyscus,eremicus,Rodent,Control,0.9171075837742504
1988,not reported,,,Spermophilus,spilosoma,Rodent,Control,
1983,F,20.0,49.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,1.728395061728395
1989,F,17.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.2821869488536155
1995,F,23.0,21.0,Chaetodipus,penicillatus,Rodent,Control,0.7407407407407407
1997,M,15.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.2821869488536155
1992,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Control,0.4585537918871252
1983,M,21.0,34.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,1.199294532627866
2001,F,23.0,,Chaetodipus,penicillatus,Rodent,Control,
1994,M,38.0,50.0,Dipodomys,merriami,Rodent,Control,1.763668430335097
1980,M,47.0,128.0,Dipodomys,spectabilis,Rodent,Control,4.514991181657848
1994,M,38.0,47.0,Dipodomys,ordii,Rodent,Control,1.657848324514991
1990,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure,
1988,M,18.0,20.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.7054673721340388
1997,M,22.0,22.0,Chaetodipus,penicillatus,Rodent,Control,0.7760141093474426
1987,M,21.0,29.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,1.0229276895943562
1979,M,49.0,127.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.479717813051146
1983,M,17.0,10.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.3527336860670194
1985,F,50.0,139.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.90299823633157
1995,F,22.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.5291005291005291
1988,M,37.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
2001,M,27.0,51.0,Dipodomys,ordii,Rodent,Rodent Exclosure,1.7989417989417988
1988,M,21.0,31.0,Onychomys,leucogaster,Rodent,Control,1.09347442680776
1985,F,20.0,13.0,Chaetodipus,penicillatus,Rodent,Control,0.4585537918871252
1977,F,20.0,21.0,Onychomys,leucogaster,Rodent,Control,0.7407407407407407
1977,not reported,,,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure,
1982,M,51.0,105.0,Dipodomys,spectabilis,Rodent,Control,3.7037037037037037
2002,F,26.0,29.0,Chaetodipus,baileyi,Rodent,Control,1.0229276895943562
2000,F,26.0,35.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.2345679012345678
1981,F,34.0,42.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.4814814814814814
1989,F,36.0,45.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5873015873015872
1986,F,38.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1980,M,34.0,39.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.3756613756613756
1995,M,37.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1992,F,36.0,33.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.164021164021164
2002,F,36.0,53.0,Dipodomys,merriami,Rodent,Control,1.8694885361552027
1995,M,36.0,54.0,Dipodomys,merriami,Rodent,Control,1.9047619047619047
2000,F,25.0,34.0,Chaetodipus,baileyi,Rodent,Control,1.199294532627866
1980,F,35.0,52.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.8342151675485008
1985,F,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
1984,not reported,,,Sylvilagus,audubonii,Rabbit,Control,
1980,F,,43.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5167548500881833
1999,F,35.0,54.0,Dipodomys,ordii,Rodent,Control,1.9047619047619047
2002,M,26.0,33.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.164021164021164
1994,F,37.0,27.0,Dipodomys,merriami,Rodent,Control,0.9523809523809523
1989,M,37.0,39.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.3756613756613756
1985,F,36.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1987,not reported,,,Amphispiza,bilineata,Bird,Rodent Exclosure,
1989,F,21.0,35.0,Onychomys,leucogaster,Rodent,Rodent Exclosure,1.2345679012345678
2001,F,25.0,36.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.2698412698412698
1985,M,35.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
2002,M,27.0,37.0,Chaetodipus,baileyi,Rodent,Control,1.3051146384479717
1988,M,21.0,23.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,0.8112874779541446
1983,M,37.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1983,M,35.0,43.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.5167548500881833
2001,F,25.0,24.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,0.8465608465608465
1987,F,19.0,20.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7054673721340388
1983,F,34.0,39.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.3756613756613756
1998,M,22.0,15.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.5291005291005291
1991,M,36.0,41.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4462081128747795
1997,F,17.0,8.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.2821869488536155
1996,F,17.0,10.0,Perognathus,flavus,Rodent,Control,0.3527336860670194
1994,M,38.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
2002,F,36.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1986,F,50.0,131.0,Dipodomys,spectabilis,Rodent,Control,4.620811287477954
1983,F,21.0,14.0,Chaetodipus,penicillatus,Rodent,Control,0.49382716049382713
1980,F,36.0,41.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.4462081128747795
1996,M,37.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1987,M,37.0,48.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.693121693121693
2002,F,26.0,32.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.128747795414462
1977,not reported,,,Spermophilus,spilosoma,Rodent,Control,
1983,M,37.0,49.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.728395061728395
1997,F,22.0,21.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.7407407407407407
1997,M,28.0,31.0,Chaetodipus,baileyi,Rodent,Control,1.09347442680776
1978,F,16.0,8.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.2821869488536155
1980,F,36.0,53.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.8694885361552027
1983,M,20.0,25.0,Onychomys,torridus,Rodent,Control,0.8818342151675485
1997,M,22.0,13.0,Chaetodipus,penicillatus,Rodent,Control,0.4585537918871252
2002,F,25.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.0582010582010581
1977,M,33.0,44.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5520282186948853
1997,F,20.0,11.0,Onychomys,torridus,Rodent,Control,0.3880070546737213
1998,F,26.0,35.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.2345679012345678
1988,M,36.0,49.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.728395061728395
1986,M,36.0,53.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.8694885361552027
1987,F,19.0,33.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,1.164021164021164
1995,F,37.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1989,F,36.0,49.0,Dipodomys,ordii,Rodent,Control,1.728395061728395
2001,M,23.0,19.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.6701940035273368
1989,M,37.0,42.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.4814814814814814
1977,M,36.0,,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,
1998,M,35.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1978,M,51.0,124.0,Dipodomys,spectabilis,Rodent,Spectab exclosure,4.37389770723104
1979,M,51.0,156.0,Dipodomys,spectabilis,Rodent,Control,5.502645502645502
1987,M,37.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1986,F,31.0,196.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,6.91358024691358
1995,F,37.0,53.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.8694885361552027
1997,M,21.0,22.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.7760141093474426
1997,F,16.0,8.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.2821869488536155
1997,F,23.0,20.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.7054673721340388
1997,M,37.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1997,F,37.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1995,M,36.0,51.0,Dipodomys,merriami,Rodent,Control,1.7989417989417988
1997,M,35.0,51.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.7989417989417988
1997,F,20.0,13.0,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure,0.4585537918871252
1991,M,34.0,27.0,Dipodomys,ordii,Rodent,Spectab exclosure,0.9523809523809523
1991,M,37.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1997,M,35.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1986,F,36.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1991,M,35.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1981,M,36.0,48.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.693121693121693
1984,F,35.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1984,M,36.0,35.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.2345679012345678
1981,F,47.0,116.0,Dipodomys,spectabilis,Rodent,Control,4.091710758377425
2001,F,20.0,37.0,Onychomys,torridus,Rodent,Spectab exclosure,1.3051146384479717
1983,M,16.0,6.0,Perognathus,flavus,Rodent,Long-term Krat Exclosure,0.21164021164021163
1984,M,23.0,20.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.7054673721340388
1996,M,37.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
2000,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Control,1.0582010582010581
1994,M,20.0,17.0,Onychomys,leucogaster,Rodent,Rodent Exclosure,0.599647266313933
1997,not reported,,,Reithrodontomys,megalotis,Rodent,Control,
1984,F,35.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1986,M,36.0,45.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5873015873015872
1996,F,21.0,14.0,Chaetodipus,penicillatus,Rodent,Control,0.49382716049382713
1987,F,19.0,24.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.8465608465608465
1983,F,38.0,66.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,2.328042328042328
1983,F,36.0,38.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.3403880070546736
2001,M,36.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1987,M,56.0,143.0,Dipodomys,spectabilis,Rodent,Control,5.044091710758377
1999,F,32.0,153.0,Neotoma,albigula,Rodent,Control,5.396825396825396
2002,F,35.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
2001,M,35.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
2002,F,33.0,46.0,Dipodomys,ordii,Rodent,Control,1.6225749559082892
1991,not reported,,,Amphispiza,bilineata,Bird,Short-term Krat Exclosure,
1998,not reported,,,Ammospermophilus,harrisi,Rodent,Control,
1985,F,17.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1989,not reported,,,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,
1997,F,18.0,14.0,Reithrodontomys,megalotis,Rodent,Control,0.49382716049382713
1992,M,21.0,21.0,Onychomys,leucogaster,Rodent,Control,0.7407407407407407
1987,M,14.0,19.0,Peromyscus,eremicus,Rodent,Control,0.6701940035273368
1996,F,38.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
1984,M,21.0,32.0,Onychomys,leucogaster,Rodent,Control,1.128747795414462
1984,F,20.0,21.0,Onychomys,torridus,Rodent,Control,0.7407407407407407
2002,M,29.0,39.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.3756613756613756
1980,F,34.0,53.0,Dipodomys,ordii,Rodent,Control,1.8694885361552027
1982,M,51.0,118.0,Dipodomys,spectabilis,Rodent,Control,4.162257495590829
1988,M,37.0,47.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.657848324514991
1996,M,35.0,36.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.2698412698412698
1988,M,36.0,32.0,Dipodomys,merriami,Rodent,Control,1.128747795414462
2002,F,26.0,30.0,Chaetodipus,baileyi,Rodent,Spectab exclosure,1.0582010582010581
1985,F,16.0,10.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3527336860670194
1989,F,17.0,12.0,Reithrodontomys,megalotis,Rodent,Control,0.42328042328042326
1983,F,33.0,34.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.199294532627866
1980,M,,30.0,Onychomys,torridus,Rodent,Long-term Krat Exclosure,1.0582010582010581
1995,F,16.0,9.0,Perognathus,flavus,Rodent,Control,0.31746031746031744
1983,M,19.0,19.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.6701940035273368
1985,M,36.0,36.0,Dipodomys,merriami,Rodent,Control,1.2698412698412698
1987,M,39.0,22.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,0.7760141093474426
1995,F,32.0,160.0,Neotoma,albigula,Rodent,Control,5.64373897707231
1981,M,38.0,56.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.9753086419753085
1989,M,21.0,27.0,Onychomys,torridus,Rodent,Rodent Exclosure,0.9523809523809523
2002,F,25.0,30.0,Chaetodipus,baileyi,Rodent,Short-term Krat Exclosure,1.0582010582010581
1998,M,36.0,62.0,Dipodomys,ordii,Rodent,Spectab exclosure,2.18694885361552
1982,M,,36.0,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure,1.2698412698412698
1988,F,35.0,49.0,Dipodomys,ordii,Rodent,Control,1.728395061728395
1990,F,18.0,12.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.42328042328042326
2000,M,26.0,36.0,Chaetodipus,baileyi,Rodent,Control,1.2698412698412698
1997,F,22.0,28.0,Peromyscus,maniculatus,Rodent,Rodent Exclosure,0.9876543209876543
1982,F,31.0,172.0,Neotoma,albigula,Rodent,Short-term Krat Exclosure,6.067019400352733
2001,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Control,0.6349206349206349
1989,F,18.0,16.0,Reithrodontomys,fulvescens,Rodent,Short-term Krat Exclosure,0.564373897707231
1979,M,30.0,72.0,Neotoma,albigula,Rodent,Control,2.5396825396825395
1982,F,,146.0,Neotoma,albigula,Rodent,Control,5.149911816578483
1998,M,26.0,28.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,0.9876543209876543
1996,M,18.0,11.0,Reithrodontomys,megalotis,Rodent,Control,0.3880070546737213
1988,F,32.0,167.0,Neotoma,albigula,Rodent,Control,5.890652557319224
1982,F,49.0,149.0,Dipodomys,spectabilis,Rodent,Control,5.2557319223985886
1989,M,21.0,15.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.5291005291005291
1999,M,20.0,21.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7407407407407407
1989,M,36.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1984,F,18.0,12.0,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure,0.42328042328042326
1987,M,19.0,15.0,Peromyscus,eremicus,Rodent,Control,0.5291005291005291
1990,F,37.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1997,M,39.0,49.0,Dipodomys,merriami,Rodent,Control,1.728395061728395
1985,M,19.0,36.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1.2698412698412698
1982,M,35.0,41.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.4462081128747795
2002,F,28.0,22.0,Chaetodipus,baileyi,Rodent,Spectab exclosure,0.7760141093474426
1980,M,37.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1992,F,34.0,40.0,Dipodomys,merriami,Rodent,Control,1.4109347442680775
1997,M,38.0,36.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.2698412698412698
1986,F,18.0,13.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.4585537918871252
1982,F,37.0,48.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.693121693121693
1986,M,22.0,28.0,Onychomys,leucogaster,Rodent,Control,0.9876543209876543
1989,not reported,,,Amphispiza,bilineata,Bird,Control,
1981,M,35.0,37.0,Dipodomys,merriami,Rodent,Control,1.3051146384479717
1994,M,17.0,9.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.31746031746031744
2001,F,22.0,21.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.7407407407407407
1989,M,22.0,38.0,Onychomys,leucogaster,Rodent,Control,1.3403880070546736
2001,F,21.0,21.0,Chaetodipus,penicillatus,Rodent,Rodent Exclosure,0.7407407407407407
1989,M,36.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1998,M,20.0,22.0,Onychomys,torridus,Rodent,Control,0.7760141093474426
1989,not reported,,,Ammospermophilus,harrisi,Rodent,Rodent Exclosure,
2002,F,35.0,45.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.5873015873015872
1980,F,35.0,41.0,Dipodomys,ordii,Rodent,Short-term Krat Exclosure,1.4462081128747795
1984,M,36.0,43.0,Dipodomys,merriami,Rodent,Control,1.5167548500881833
2002,F,22.0,18.0,Chaetodipus,penicillatus,Rodent,Spectab exclosure,0.6349206349206349
1982,F,48.0,112.0,Dipodomys,spectabilis,Rodent,Rodent Exclosure,3.950617283950617
1996,M,17.0,7.0,Perognathus,flavus,Rodent,Control,0.24691358024691357
1984,F,36.0,49.0,Dipodomys,merriami,Rodent,Spectab exclosure,1.728395061728395
1986,M,35.0,45.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5873015873015872
1997,M,37.0,56.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.9753086419753085
1983,F,51.0,125.0,Dipodomys,spectabilis,Rodent,Control,4.409171075837742
1996,M,24.0,22.0,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure,0.7760141093474426
1982,F,35.0,49.0,Dipodomys,merriami,Rodent,Rodent Exclosure,1.728395061728395
1995,F,20.0,35.0,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure,1.2345679012345678
1985,F,31.0,141.0,Neotoma,albigula,Rodent,Long-term Krat Exclosure,4.973544973544973
1992,M,16.0,8.0,Reithrodontomys,megalotis,Rodent,Rodent Exclosure,0.2821869488536155
1998,M,36.0,47.0,Dipodomys,merriami,Rodent,Control,1.657848324514991
1989,M,37.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
1991,F,14.0,6.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.21164021164021163
1998,M,19.0,20.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.7054673721340388
1982,M,51.0,125.0,Dipodomys,spectabilis,Rodent,Control,4.409171075837742
1982,F,17.0,13.0,Reithrodontomys,megalotis,Rodent,Control,0.4585537918871252
1977,M,52.0,,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,
1980,M,,24.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.8465608465608465
1980,M,34.0,44.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.5520282186948853
1992,F,20.0,25.0,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure,0.8818342151675485
1979,F,20.0,21.0,Onychomys,torridus,Rodent,Short-term Krat Exclosure,0.7407407407407407
1998,F,22.0,19.0,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure,0.6701940035273368
1986,M,49.0,80.0,Dipodomys,spectabilis,Rodent,Control,2.821869488536155
1986,M,21.0,41.0,Onychomys,leucogaster,Rodent,Control,1.4462081128747795
1997,M,33.0,26.0,Dipodomys,ordii,Rodent,Control,0.9171075837742504
1986,F,15.0,11.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.3880070546737213
1980,M,,141.0,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure,4.973544973544973
1987,M,21.0,19.0,Peromyscus,eremicus,Rodent,Rodent Exclosure,0.6701940035273368
1987,not reported,,,Amphispiza,bilineata,Bird,Long-term Krat Exclosure,
2002,M,35.0,51.0,Dipodomys,ordii,Rodent,Control,1.7989417989417988
1990,F,22.0,21.0,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure,0.7407407407407407
1995,M,37.0,45.0,Dipodomys,merriami,Rodent,Control,1.5873015873015872
1991,F,,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1996,M,37.0,48.0,Dipodomys,merriami,Rodent,Control,1.693121693121693
2002,M,22.0,19.0,Chaetodipus,penicillatus,Rodent,Control,0.6701940035273368
1993,F,36.0,55.0,Dipodomys,merriami,Rodent,Control,1.9400352733686066
1980,F,50.0,142.0,Dipodomys,spectabilis,Rodent,Control,5.008818342151676
2001,M,26.0,39.0,Chaetodipus,baileyi,Rodent,Long-term Krat Exclosure,1.3756613756613756
1987,M,35.0,41.0,Dipodomys,merriami,Rodent,Control,1.4462081128747795
1987,M,36.0,46.0,Dipodomys,merriami,Rodent,Control,1.6225749559082892
1999,M,34.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1987,F,34.0,42.0,Dipodomys,merriami,Rodent,Control,1.4814814814814814
1991,F,20.0,28.0,Onychomys,torridus,Rodent,Control,0.9876543209876543
1985,M,16.0,4.0,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure,0.14109347442680775
1986,F,20.0,16.0,Chaetodipus,penicillatus,Rodent,Control,0.564373897707231
1978,F,50.0,128.0,Dipodomys,spectabilis,Rodent,Control,4.514991181657848
1995,M,37.0,47.0,Dipodomys,ordii,Rodent,Spectab exclosure,1.657848324514991
2000,M,22.0,18.0,Chaetodipus,penicillatus,Rodent,Control,0.6349206349206349
1991,M,37.0,50.0,Dipodomys,merriami,Rodent,Long-term Krat Exclosure,1.763668430335097
1997,M,36.0,52.0,Dipodomys,merriami,Rodent,Control,1.8342151675485008
1988,F,37.0,44.0,Dipodomys,ordii,Rodent,Control,1.5520282186948853
1982,F,33.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1991,F,15.0,7.0,Perognathus,flavus,Rodent,Short-term Krat Exclosure,0.24691358024691357
1987,M,18.0,32.0,Onychomys,leucogaster,Rodent,Control,1.128747795414462
2000,F,35.0,38.0,Dipodomys,merriami,Rodent,Control,1.3403880070546736
1985,M,34.0,43.0,Dipodomys,merriami,Rodent,Short-term Krat Exclosure,1.5167548500881833
1996,M,39.0,51.0,Dipodomys,ordii,Rodent,Control,1.7989417989417988
1993,M,17.0,13.0,Reithrodontomys,megalotis,Rodent,Spectab exclosure,0.4585537918871252
1997,F,20.0,23.0,Peromyscus,eremicus,Rodent,Control,0.8112874779541446
2002,M,34.0,33.0,Dipodomys,ordii,Rodent,Control,1.164021164021164
1992,F,35.0,44.0,Dipodomys,merriami,Rodent,Control,1.5520282186948853
